,Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
2422,Angeles,1984,400m,Freestyle,0,Women,FRG,Birgit Kowalczik,00:04:16.330000,4
2423,Angeles,1984,400m,Freestyle,0,Women,CAN,Julie Daigneault,00:04:16.410000,4
2424,Angeles,1984,400m,Individual medley,0,Men,CAN,Alexander Baumann,00:04:17.410000,1
2425,Angeles,1984,400m,Individual medley,0,Men,BRA,Ricardo Prado,00:04:18.450000,2
2426,Angeles,1984,400m,Individual medley,0,Men,AUS,Robert Woodhouse,00:04:20.500000,3
2427,Angeles,1984,400m,Individual medley,0,Men,USA,Jesus David Vassallo,00:04:21.460000,4
2428,Angeles,1984,400m,Individual medley,0,Men,ITA,Maurizio Divano,00:04:22.760000,4
2429,Angeles,1984,400m,Individual medley,0,Men,USA,Jeffrey James Kostoff,00:04:23.280000,4
2430,Angeles,1984,400m,Individual medley,0,Men,GBR,Stephen Poulter,00:04:25.800000,4
2431,Angeles,1984,400m,Individual medley,0,Men,ITA,Giovanni Franceschi,00:04:26.050000,4
2432,Angeles,1984,400m,Individual medley,0,Women,USA,Tracy Anne Caulkins,00:04:39.240000,1
2433,Angeles,1984,400m,Individual medley,0,Women,AUS,Suzanne Landells,00:04:48.300000,2
2434,Angeles,1984,400m,Individual medley,0,Women,FRG,Petra Zindler,00:04:48.570000,3
2435,Angeles,1984,400m,Individual medley,0,Women,USA,Susan Heon,00:04:49.410000,4
2436,Angeles,1984,400m,Individual medley,0,Women,CAN,Nathalie Gingras,00:04:50.550000,4
2437,Angeles,1984,400m,Individual medley,0,Women,CAN,Donna Mcginnis,00:04:50.650000,4
2438,Angeles,1984,400m,Individual medley,0,Women,GBR,Gaynor Stanley,00:04:52.830000,4
2439,Angeles,1984,400m,Individual medley,0,Women,NOR,Kathrine Bomstad,00:04:53.280000,4
2440,Angeles,1984,4x100,Freestyle,1,Men,USA,"Ambrose Iv Gaines, Christopher Carl Cavanaugh, Robin John Leamy, Matthew Biondi, Michael Steward Heath, Thomas Michael Jager",00:03:19.030000,1
2441,Angeles,1984,4x100,Freestyle,1,Men,AUS,"Neil Brooks, Graeme Brewer, Marcus Stockwell, Gregory Fasala, Mark Kerry, Michael Delany, Peter Dale",00:03:19.680000,2
2442,Angeles,1984,4x100,Freestyle,1,Men,SWE,"Richard Milton, Michael Soderlund, Bengt Baron, Tommy Werner, Per Johansson, Mikael Orn, Thomas Lejdstrom",00:03:22.690000,3
2443,Angeles,1984,4x100,Freestyle,1,Men,GER,"Alexander Schowtka, Andreas Schmidt, Dirk Korthals, Michael Gross, Thomas Fahrner, Nicolai Klapkarek",00:03:22.980000,4
2444,Angeles,1984,4x100,Freestyle,1,Men,GBR,"David Lowe, Roland Geroge Lee, Paul Robert Easter, Richard Burrell",00:03:23.610000,4
2445,Angeles,1984,4x100,Freestyle,1,Men,FRA,"Bruno Lesaffre, Laurent Neuville, Dominique Bataille, Stephan Caron",00:03:24.630000,4
2446,Angeles,1984,4x100,Freestyle,1,Men,CAN,"Alexander Baumann, Donald Alexander Goss, Blair Hicken, David Churchill, Peter Szmidt, Levente Mady",00:03:24.700000,4
2447,Angeles,1984,4x100,Freestyle,1,Men,ITA,"Marcello Guarducci, Giovanni Franceschi, Metello Savino, Fabrizio Rampazzo, Marco Colombo, Raffaele Franceschi, Paolo Revelli",00:03:24.970000,4
2448,Angeles,1984,4x100,Freestyle,1,Women,USA,"Jill Sterkel, Nancy Lynn Hogshead, Carolyn Steinseifer, Jenna Leigh Johnson, Dara Torres, Mary Alice Wayte",00:03:43.430000,1
2449,Angeles,1984,4x100,Freestyle,1,Women,NLD,"Elles Voskes, Annemarie Verstappen, Desi Reijers, Wilma Van Velsen",00:03:44.400000,2
2450,Angeles,1984,4x100,Freestyle,1,Women,GER,"Ina Beyermann, Susanne Schuster, Iris Zscherpe, Christiane Pielke, Karin Seick",00:03:45.560000,3
2451,Angeles,1984,4x100,Freestyle,1,Women,AUS,"Lisa Gaye Curry-Kenny, Michelle Pearson, Anna Mcvann, Angela Russell, Janet Tibbits",00:03:47.790000,4
2452,Angeles,1984,4x100,Freestyle,1,Women,CAN,"Cheryl Mcarton, Carol Klimpel, Maureen New, Jane Kerr, Pamela Rai",00:03:49.500000,4
2453,Angeles,1984,4x100,Freestyle,1,Women,GBR,"Nicola Fibbens, Debra Gore, Annabelle Cripps, June Croft",00:03:50.120000,4
2454,Angeles,1984,4x100,Freestyle,1,Women,SWE,"Petra Hilder, Maria Kardum, Agneta Eriksson, Karin Furuhed, Ann Linder, Malin Rundgren, Suzanne Nilsson",00:03:51.240000,4
2455,Angeles,1984,4x100,Freestyle,1,Women,FRA,"Laurence Bensimon, Veronique Jardin, Sophie Kamoun, Carole Amoric",00:03:52.150000,4
2456,Angeles,1984,4x100,Medley,1,Men,USA,"Thomas Michael Jager, Pablo Morales, Michael Steward Heath, Richard Alan Schroeder, Steven K. Lundquist, Richard John Carey, Ambrose Iv Gaines, David Dennis Wilson",00:03:39.300000,2
2457,Angeles,1984,4x100,Medley,1,Men,CAN,"Donald Alexander Goss, Victor Davis, Michael West, Thomas Ponting",00:03:43.230000,3
2458,Angeles,1984,4x100,Medley,1,Men,AUS,"Mark Kerry, Jonathan Sieben, Marcus Stockwell, Peter Evans, Neil Brooks, Glenn Buchanan",00:03:43.250000,4
2459,Angeles,1984,4x100,Medley,1,Men,GER,"Andreas Schmidt, Dirk Korthals, Peter Lang, Andreas Behrend, Gerald Morken, Alexander Schowtka, Michael Gross, Nicolai Klapkarek, Stefan Peter",00:03:44.260000,4
2460,Angeles,1984,4x100,Medley,1,Men,SWE,"Peter Berggren, Per Johansson, Thomas Lejdstrom, Bengt Baron, Michael Soderlund",00:03:47.130000,4
2461,Angeles,1984,4x100,Medley,1,Men,GBR,"Neil John Harper, Richard Burrell, Adrian David Moorhouse, David Lowe, Andrew David Jameson",00:03:47.390000,4
2462,Angeles,1984,4x100,Medley,1,Men,CHE,"Etienne Dagon, Patrick Ferland, Theophile David, Dano Halsall, Stefan Volery",00:03:47.930000,4
2463,Angeles,1984,4x100,Medley,1,Men,JPN,"Hiroshi Sakamoto, Shigeo Ogata, Shigehiro Takahashi, Kenji Watanabe, Daichi Suzuki, Satoshi Sumida, Shudo Kawawa, Taihei Saka",,5
2464,Angeles,1984,4x100,Medley,1,Women,USA,"Elizabeth Mitchell, Theresa Andrews, Tracy Anne Caulkins, Mary T. Meagher, Nancy Lynn Hogshead, Susan Gerard Rapp, Jenna Leigh Johnson, Carolyn Steinseifer",00:04:08.340000,3
2465,Angeles,1984,4x100,Medley,1,Women,GER,"Karin Seick, Angelika Knipping, Ina Beyermann, Ute Hasse, Svenja Schlicht",00:04:11.970000,4
2466,Angeles,1984,4x100,Medley,1,Women,CAN,"Anne Ottenbrite, Pamela Rai, Michelle Mac Pherson, Reema Abdo",00:04:12.980000,4
2467,Angeles,1984,4x100,Medley,1,Women,GBR,"Sandra Bowman, Jean Cameron Hill, Beverley Rose, Ann Osgerby, Nicola Fibbens, June Croft, Catherine White",00:04:14.050000,4
2468,Angeles,1984,4x100,Medley,1,Women,ITA,"Grazia Colombo, Manuela Carosi, Carlotta Tagnin, Monica Olmi, Roberta Lanzarotti, Silvia Persi, Cristina Quintarelli, Manuela Dalla Valle",00:04:17.400000,4
2469,Angeles,1984,4x100,Medley,1,Women,CHE,"Marie-Therese Armentero, Carole Brook, Eva Gysling, Patricia Brulhart",00:04:19.020000,4
2470,Angeles,1984,4x100,Medley,1,Women,JPN,"Kaori Yanase, Naomi Sekido, Hiroko Nagasaki, Naoko Kume",,5
2471,Angeles,1984,4x100,Medley,1,Women,SWE,"Anna-Karin Eriksson, Agneta Eriksson, Petra Hilder, Agneta Märtensson, Eva-Marie Hakansson, Annelie Holmstrom, Maria Kardum",,5
2472,Angeles,1984,4x200,Freestyle,1,Men,USA,"Geoffrey Steven Gaberino, David Erwin Larson, Jeffrey James Float, Richard Erwin Saeger, Lawrence Bruce Hayes, Michael Steward Heath",00:07:15.690000,1
2473,Angeles,1984,4x200,Freestyle,1,Men,GER,"Stefan Pfeiffer, Rainer Henkel, Thomas Fahrner, Dirk Korthals, Alexander Schowtka, Michael Gross",00:07:15.730000,2
2474,Angeles,1984,4x200,Freestyle,1,Men,GBR,"Paul Robert Easter, Andrew Astbury, Paul Tony Howe, Neil Cochran",00:07:24.780000,3
2475,Angeles,1984,4x200,Freestyle,1,Men,AUS,"Gregory Fasala, Ron Mckeon, Justin Lemberg, Peter Dale, Thomas Stachewicz, Graeme Brewer, Neil Brooks",00:07:25.630000,4
2476,Angeles,1984,4x200,Freestyle,1,Men,CAN,"Peter Szmidt, Alexander Baumann, Donald Alexander Goss, Blair Hicken, Wayne Kelly, Benoit Clement",00:07:26.510000,4
2477,Angeles,1984,4x200,Freestyle,1,Men,SWE,"Anders Grillhammar, Tommy Werner, Michael Soderlund, Thomas Lejdstrom, Anders Holmertz, Mikael Orn",00:07:26.530000,4
2478,Angeles,1984,4x200,Freestyle,1,Men,NLD,"Hans Kroes, Peter Drost, Frank Drost, Edsard Schlingemann, Kees Vervoorn",00:07:26.720000,4
2479,Angeles,1984,4x200,Freestyle,1,Men,FRA,"Stephan Caron, Dominique Bataille, Michel Pou, Pierre Andraca",00:07:30.160000,4
2480,Angeles,1984,800m,Freestyle,0,Women,USA,Tiffany Lisa Cohen,00:08:24.950000,1
2481,Angeles,1984,800m,Freestyle,0,Women,USA,Michele Richardson,00:08:30.730000,2
2482,Angeles,1984,800m,Freestyle,0,Women,GBR,Sarah Hardcastle,00:08:32.600000,3
2483,Angeles,1984,800m,Freestyle,0,Women,AUS,Anna Mcvann,00:08:37.940000,4
2484,Angeles,1984,800m,Freestyle,0,Women,ITA,Carla Lasi,00:08:42.450000,4
2485,Angeles,1984,800m,Freestyle,0,Women,NED,Jolande Van Der Meer,00:08:42.860000,4
2486,Angeles,1984,800m,Freestyle,0,Women,ITA,Monica Olmi,00:08:47.320000,4
2487,Angeles,1984,800m,Freestyle,0,Women,CAN,Karen Ward,00:08:48.120000,4
2488,Moscow,1980,100m,Backstroke,0,Men,SWE,Bengt Baron,56.530,1
2489,Moscow,1980,100m,Backstroke,0,Men,URS,Viktor Kuznetsov,56.990,2
2490,Moscow,1980,100m,Backstroke,0,Men,URS,Vladimir Dolgov,57.630,3
2491,Moscow,1980,100m,Backstroke,0,Men,TCH,Miloslav Rolko,57.740,4
2492,Moscow,1980,100m,Backstroke,0,Men,HUN,Sandor Wladar,57.840,4
2493,Moscow,1980,100m,Backstroke,0,Men,NED,Fred Eefting,57.950,4
2494,Moscow,1980,100m,Backstroke,0,Men,AUS,Mark Tonelli,57.980,4
2495,Moscow,1980,100m,Backstroke,0,Men,GBR,Gary Abraham,58.380,4
2496,Moscow,1980,100m,Backstroke,0,Women,GDR,Rica Reinisch,00:01:00.860000,1
2497,Moscow,1980,100m,Backstroke,0,Women,GDR,Ina Kleber,00:01:02.070000,2
2498,Moscow,1980,100m,Backstroke,0,Women,GDR,Petra Riedel,00:01:02.640000,3
2499,Moscow,1980,100m,Backstroke,0,Women,ROU,Carmen Bunaciu,00:01:03.810000,4
2500,Moscow,1980,100m,Backstroke,0,Women,BEL,Carine Verbauwen,00:01:03.820000,4
2501,Moscow,1980,100m,Backstroke,0,Women,URS,Larisa Gorchakova,00:01:03.870000,4
2502,Moscow,1980,100m,Backstroke,0,Women,NED,Monique Bosga,00:01:04.470000,4
2503,Moscow,1980,100m,Backstroke,0,Women,ITA,Manuela Carosi,00:01:05.100000,4
2504,Moscow,1980,100m,Breaststroke,0,Men,GBR,Duncan Goodhew,00:01:03.340000,2
2505,Moscow,1980,100m,Breaststroke,0,Men,URS,Arsens Miskarovs,00:01:03.820000,3
2506,Moscow,1980,100m,Breaststroke,0,Men,AUS,Peter Evans,00:01:03.960000,4
2507,Moscow,1980,100m,Breaststroke,0,Men,URS,Aleksandr Fedorovski,00:01:04.000000,4
2508,Moscow,1980,100m,Breaststroke,0,Men,HUN,Janos Dzvonyar,00:01:04.670000,4
2509,Moscow,1980,100m,Breaststroke,0,Men,AUS,Lindsay Spencer,00:01:05.040000,4
2510,Moscow,1980,100m,Breaststroke,0,Men,COL,Pablo Restrepo,00:01:05.910000,4
2511,Moscow,1980,100m,Breaststroke,0,Men,SWE,Peter Berggren,,5
2512,Moscow,1980,100m,Breaststroke,0,Women,GDR,Ute Geweniger,00:01:10.220000,1
2513,Moscow,1980,100m,Breaststroke,0,Women,URS,Elvira Vasilkova,00:01:10.410000,2
2514,Moscow,1980,100m,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,00:01:11.160000,3
2515,Moscow,1980,100m,Breaststroke,0,Women,GBR,Margaret Kelly-Hohmann,00:01:11.480000,4
2516,Moscow,1980,100m,Breaststroke,0,Women,SWE,Eva-Marie Hakansson,00:01:11.720000,4
2517,Moscow,1980,100m,Breaststroke,0,Women,GBR,Susannah Brownsdon,00:01:12.110000,4
2518,Moscow,1980,100m,Breaststroke,0,Women,URS,Lina Kachushite,00:01:12.210000,4
2519,Moscow,1980,100m,Breaststroke,0,Women,ITA,Monica Bonon,00:01:12.510000,4
2520,Moscow,1980,100m,Butterfly,0,Men,SWE,Pär Arvidsson,54.920,1
2521,Moscow,1980,100m,Butterfly,0,Men,GDR,Roger Pyttel,54.940,2
2522,Moscow,1980,100m,Butterfly,0,Men,ESP,David Lopez-Zubero Purcell,55.130,3
2523,Moscow,1980,100m,Butterfly,0,Men,NED,Kees Vervoorn,55.250,4
2524,Moscow,1980,100m,Butterfly,0,Men,URS,Evgeni Seredin,55.350,4
2525,Moscow,1980,100m,Butterfly,0,Men,GBR,Gary Abraham,55.420,4
2526,Moscow,1980,100m,Butterfly,0,Men,FRA,Xavier Savin,55.660,4
2527,Moscow,1980,100m,Butterfly,0,Men,URS,Aleksey Markovsky,55.700,4
2528,Moscow,1980,100m,Butterfly,0,Women,GDR,Caren Metschuck,00:01:00.420000,1
2529,Moscow,1980,100m,Butterfly,0,Women,GDR,Andrea Pollack,00:01:00.900000,2
2530,Moscow,1980,100m,Butterfly,0,Women,GDR,Christiane Knacke,00:01:01.440000,3
2531,Moscow,1980,100m,Butterfly,0,Women,GBR,Ann Osgerby,00:01:02.210000,4
2532,Moscow,1980,100m,Butterfly,0,Women,AUS,Lisa Gaye Curry-Kenny,00:01:02.400000,4
2533,Moscow,1980,100m,Butterfly,0,Women,SWE,Agneta Märtensson,00:01:02.610000,4
2534,Moscow,1980,100m,Butterfly,0,Women,CRC,Mariam Paris,00:01:02.890000,4
2535,Moscow,1980,100m,Butterfly,0,Women,GBR,Janet Osgerby,00:01:02.900000,4
2536,Moscow,1980,100m,Freestyle,0,Men,GDR,Jörg Woithe,50.400,1
2537,Moscow,1980,100m,Freestyle,0,Men,SWE,Per Holmertz,50.910,2
2538,Moscow,1980,100m,Freestyle,0,Men,SWE,Per Johansson,51.290,3
2539,Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Koplyakov,51.340,4
2540,Moscow,1980,100m,Freestyle,0,Men,ITA,Raffaele Franceschi,51.690,4
2541,Moscow,1980,100m,Freestyle,0,Men,URS,Sergei Krasiuk,51.800,4
2542,Moscow,1980,100m,Freestyle,0,Men,FRA,Rene Ecuyer,52.010,4
2543,Moscow,1980,100m,Freestyle,0,Men,AUS,Graeme Brewer,52.220,4
2544,Moscow,1980,100m,Freestyle,0,Women,GDR,Barbara Krause,54.790,1
2545,Moscow,1980,100m,Freestyle,0,Women,GDR,Caren Metschuck,55.160,2
2546,Moscow,1980,100m,Freestyle,0,Women,GDR,Ines Diers,55.650,3
2547,Moscow,1980,100m,Freestyle,0,Women,URS,Olga Klevakina,57.400,4
2548,Moscow,1980,100m,Freestyle,0,Women,NED,Conny Van Bentum,57.630,4
2549,Moscow,1980,100m,Freestyle,0,Women,URS,Natalia Strunnikova,57.830,4
2550,Moscow,1980,100m,Freestyle,0,Women,FRA,Guylaine Berger,57.880,4
2551,Moscow,1980,100m,Freestyle,0,Women,SWE,Agneta Eriksson,57.900,4
2552,Moscow,1980,1500m,Freestyle,0,Men,URS,Vladimir Salnikov,00:14:58.270000,1
2553,Moscow,1980,1500m,Freestyle,0,Men,URS,Aleksandr Chaev,00:15:14.300000,2
2554,Moscow,1980,1500m,Freestyle,0,Men,AUS,Maxwell Metzker,00:15:14.490000,3
2555,Moscow,1980,1500m,Freestyle,0,Men,GDR,Rainer Strohbach,00:15:15.290000,4
2556,Moscow,1980,1500m,Freestyle,0,Men,YUG,Borut Petric,00:15:21.780000,4
2557,Moscow,1980,1500m,Freestyle,0,Men,ESP,Rafael Escalas,00:15:21.880000,4
2558,Moscow,1980,1500m,Freestyle,0,Men,HUN,Zoltan Wladar,00:15:26.700000,4
2559,Moscow,1980,1500m,Freestyle,0,Men,URS,Eduard Petrov,00:15:28.240000,4
2560,Moscow,1980,200m,Backstroke,0,Men,HUN,Sandor Wladar,00:02:01.930000,1
2561,Moscow,1980,200m,Backstroke,0,Men,HUN,Zoltan Verraszto,00:02:02.400000,2
2562,Moscow,1980,200m,Backstroke,0,Men,AUS,Mark Kerry,00:02:03.140000,3
2563,Moscow,1980,200m,Backstroke,0,Men,URS,Vladimir Shemetov,00:02:03.480000,4
2564,Moscow,1980,200m,Backstroke,0,Men,NED,Fred Eefting,00:02:03.920000,4
2565,Moscow,1980,200m,Backstroke,0,Men,SWE,Michael Soderlund,00:02:04.100000,4
2566,Moscow,1980,200m,Backstroke,0,Men,GBR,Douglas Campbell,00:02:04.230000,4
2567,Moscow,1980,200m,Backstroke,0,Men,AUS,Paul Moorfoot,00:02:06.150000,4
2568,Moscow,1980,200m,Backstroke,0,Women,GDR,Rica Reinisch,00:02:11.770000,1
2569,Moscow,1980,200m,Backstroke,0,Women,GDR,Cornelia Polit,00:02:13.750000,2
2570,Moscow,1980,200m,Backstroke,0,Women,GDR,Birgit Treiber,00:02:14.140000,3
2571,Moscow,1980,200m,Backstroke,0,Women,ROU,Carmen Bunaciu,00:02:15.200000,4
2572,Moscow,1980,200m,Backstroke,0,Women,BEL,Yolande Van Der Straeten,00:02:15.580000,4
2573,Moscow,1980,200m,Backstroke,0,Women,BEL,Carine Verbauwen,00:02:16.660000,4
2574,Moscow,1980,200m,Backstroke,0,Women,AUS,Lisa Forrest,00:02:16.750000,4
2575,Moscow,1980,200m,Backstroke,0,Women,URS,Larisa Gorchakova,00:02:17.720000,4
2576,Moscow,1980,200m,Breaststroke,0,Men,URS,Robertas Žulpa,00:02:15.850000,1
2577,Moscow,1980,200m,Breaststroke,0,Men,HUN,Alban Vermes,00:02:16.930000,2
2578,Moscow,1980,200m,Breaststroke,0,Men,URS,Arsens Miskarovs,00:02:17.280000,3
2579,Moscow,1980,200m,Breaststroke,0,Men,URS,Gennadi Utenkov,00:02:19.640000,4
2580,Moscow,1980,200m,Breaststroke,0,Men,AUS,Lindsay Spencer,00:02:19.680000,4
2581,Moscow,1980,200m,Breaststroke,0,Men,GBR,Duncan Goodhew,00:02:20.920000,4
2582,Moscow,1980,200m,Breaststroke,0,Men,SWE,Peter Berggren,00:02:21.650000,4
2583,Moscow,1980,200m,Breaststroke,0,Men,GDR,Jorg Walter,00:02:22.390000,4
2584,Moscow,1980,200m,Breaststroke,0,Women,URS,Lina Kachushite,00:02:29.540000,1
2585,Moscow,1980,200m,Breaststroke,0,Women,URS,Svetlana Varganova,00:02:29.610000,2
2586,Moscow,1980,200m,Breaststroke,0,Women,URS,Yulia Bogdanova,00:02:32.390000,3
2587,Moscow,1980,200m,Breaststroke,0,Women,DEN,Susanne Schultz Nielsson,00:02:32.750000,4
2588,Moscow,1980,200m,Breaststroke,0,Women,TCH,Irena Fleissnerova,00:02:33.230000,4
2589,Moscow,1980,200m,Breaststroke,0,Women,GDR,Ute Geweniger,00:02:34.340000,4
2590,Moscow,1980,200m,Breaststroke,0,Women,GDR,Bettina Lobel,00:02:34.510000,4
2591,Moscow,1980,200m,Breaststroke,0,Women,GDR,Silvia Rinka,00:02:35.380000,4
2592,Moscow,1980,200m,Butterfly,0,Men,URS,Sergei Fesenko,00:01:59.760000,1
2593,Moscow,1980,200m,Butterfly,0,Men,GBR,Philip Hubble,00:02:01.200000,2
2594,Moscow,1980,200m,Butterfly,0,Men,GDR,Roger Pyttel,00:02:01.390000,3
2595,Moscow,1980,200m,Butterfly,0,Men,GBR,Peter Morris,00:02:02.270000,4
2596,Moscow,1980,200m,Butterfly,0,Men,URS,Mikhail Gorelik,00:02:02.440000,4
2597,Moscow,1980,200m,Butterfly,0,Men,NED,Kees Vervoorn,00:02:02.520000,4
2598,Moscow,1980,200m,Butterfly,0,Men,SWE,Pär Arvidsson,00:02:02.610000,4
2599,Moscow,1980,200m,Butterfly,0,Men,GBR,Stephen Poulter,00:02:02.930000,4
2600,Moscow,1980,200m,Butterfly,0,Women,GDR,Ines Geissler,00:02:10.440000,1
2601,Moscow,1980,200m,Butterfly,0,Women,GDR,Sybille Schönrock,00:02:10.450000,2
2602,Moscow,1980,200m,Butterfly,0,Women,AUS,Michelle Ford,00:02:11.660000,3
2603,Moscow,1980,200m,Butterfly,0,Women,GDR,Andrea Pollack,00:02:12.130000,4
2604,Moscow,1980,200m,Butterfly,0,Women,POL,Dorota Brzozowska,00:02:14.120000,4
2605,Moscow,1980,200m,Butterfly,0,Women,GBR,Ann Osgerby,00:02:14.830000,4
2606,Moscow,1980,200m,Butterfly,0,Women,SWE,Agneta Märtensson,00:02:15.220000,4
2607,Moscow,1980,200m,Butterfly,0,Women,URS,Alla Grishchenkova,00:02:15.700000,4
2608,Moscow,1980,200m,Freestyle,0,Men,URS,Sergei Koplyakov,00:01:49.810000,1
2609,Moscow,1980,200m,Freestyle,0,Men,URS,Andrei Krylov,00:01:50.760000,2
2610,Moscow,1980,200m,Freestyle,0,Men,AUS,Graeme Brewer,00:01:51.600000,3
2611,Moscow,1980,200m,Freestyle,0,Men,GDR,Jörg Woithe,00:01:51.860000,4
2612,Moscow,1980,200m,Freestyle,0,Men,AUS,Ron Mckeon,00:01:52.600000,4
2613,Moscow,1980,200m,Freestyle,0,Men,ITA,Paolo Revelli,00:01:52.760000,4
2614,Moscow,1980,200m,Freestyle,0,Men,SWE,Thomas Lejdstrom,00:01:52.940000,4
2615,Moscow,1980,200m,Freestyle,0,Men,ITA,Fabrizio Rampazzo,00:01:53.250000,4
2616,Moscow,1980,200m,Freestyle,0,Women,GDR,Barbara Krause,00:01:58.330000,1
2617,Moscow,1980,200m,Freestyle,0,Women,GDR,Ines Diers,00:01:59.640000,2
2618,Moscow,1980,200m,Freestyle,0,Women,GDR,Carmela Schmidt,00:02:01.440000,3
2619,Moscow,1980,200m,Freestyle,0,Women,URS,Olga Klevakina,00:02:02.290000,4
2620,Moscow,1980,200m,Freestyle,0,Women,NED,Reggie De Jong,00:02:02.760000,4
2621,Moscow,1980,200m,Freestyle,0,Women,GBR,June Croft,00:02:03.150000,4
2622,Moscow,1980,200m,Freestyle,0,Women,URS,Natalia Strunnikova,00:02:03.740000,4
2623,Moscow,1980,200m,Freestyle,0,Women,URS,Irina Aksenova,00:02:04.000000,4
2624,Moscow,1980,400m,Freestyle,0,Men,URS,Vladimir Salnikov,00:03:51.310000,1
2625,Moscow,1980,400m,Freestyle,0,Men,URS,Andrei Krylov,00:03:53.240000,2
2626,Moscow,1980,400m,Freestyle,0,Men,URS,Ivar Stukolkin,00:03:53.950000,3
2627,Moscow,1980,400m,Freestyle,0,Men,BRA,Djan Garrido Madruga,00:03:54.150000,4
2628,Moscow,1980,400m,Freestyle,0,Men,TCH,Daniel Machek,00:03:55.660000,4
2629,Moscow,1980,400m,Freestyle,0,Men,HUN,Sandor Nagy,00:03:56.830000,4
2630,Moscow,1980,400m,Freestyle,0,Men,AUS,Maxwell Metzker,00:03:56.870000,4
2631,Moscow,1980,400m,Freestyle,0,Men,AUS,Ron Mckeon,00:03:57.000000,4
2632,Moscow,1980,400m,Freestyle,0,Women,GDR,Ines Diers,00:04:08.760000,1
2633,Moscow,1980,400m,Freestyle,0,Women,GDR,Petra Schneider,00:04:09.160000,2
2634,Moscow,1980,400m,Freestyle,0,Women,GDR,Carmela Schmidt,00:04:10.860000,3
2635,Moscow,1980,400m,Freestyle,0,Women,AUS,Michelle Ford,00:04:11.650000,4
2636,Moscow,1980,400m,Freestyle,0,Women,URS,Irina Aksenova,00:04:14.400000,4
2637,Moscow,1980,400m,Freestyle,0,Women,NED,Annelies Maas,00:04:15.790000,4
2638,Moscow,1980,400m,Freestyle,0,Women,NED,Reggie De Jong,00:04:15.950000,4
2639,Moscow,1980,400m,Freestyle,0,Women,URS,Olga Klevakina,00:04:19.180000,4
2640,Moscow,1980,400m,Individual medley,0,Men,URS,Aleksandr Sidorenko,00:04:22.890000,1
2641,Moscow,1980,400m,Individual medley,0,Men,URS,Sergei Fesenko,00:04:23.430000,2
2642,Moscow,1980,400m,Individual medley,0,Men,HUN,Zoltan Verraszto,00:04:24.240000,3
2643,Moscow,1980,400m,Individual medley,0,Men,HUN,Andras Hargitay,00:04:24.480000,4
2644,Moscow,1980,400m,Individual medley,0,Men,BRA,Djan Garrido Madruga,00:04:26.810000,4
2645,Moscow,1980,400m,Individual medley,0,Men,TCH,Miloslav Rolko,00:04:26.990000,4
2646,Moscow,1980,400m,Individual medley,0,Men,POL,Leszek Gorski,00:04:28.890000,4
2647,Moscow,1980,400m,Individual medley,0,Men,TCH,Daniel Machek,00:04:29.860000,4
2648,Moscow,1980,400m,Individual medley,0,Women,GDR,Petra Schneider,00:04:36.290000,1
2649,Moscow,1980,400m,Individual medley,0,Women,GBR,Sharron Elizabeth Davies,00:04:46.830000,2
2650,Moscow,1980,400m,Individual medley,0,Women,POL,Agnieszka Czopek,00:04:48.170000,3
2651,Moscow,1980,400m,Individual medley,0,Women,GDR,Grit Slaby,00:04:48.540000,4
2652,Moscow,1980,400m,Individual medley,0,Women,GDR,Ulrike Tauber,00:04:49.180000,4
2653,Moscow,1980,400m,Individual medley,0,Women,BUL,Sonia Dangalakova,00:04:49.250000,4
2654,Moscow,1980,400m,Individual medley,0,Women,URS,Olga Klevakina,00:04:50.910000,4
2655,Moscow,1980,400m,Individual medley,0,Women,POL,Magdalena Bialas,00:04:53.300000,4
2656,Moscow,1980,4x100,Freestyle,1,Women,GER,"Carmela Schmidt, Barbara Krause, Caren Metschuck, Ines Diers, Sarina Hülsenbeck",00:03:42.710000,1
2657,Moscow,1980,4x100,Freestyle,1,Women,SWE,"Carina Ljungdahl, Birgitta Jonsson, Tina Gustafsson, Agneta Märtensson, Agneta Eriksson, Helena Peterson",00:03:48.930000,2
2658,Moscow,1980,4x100,Freestyle,1,Women,NLD,"Reggie De Jong, Annelies Maas, Wilma Van Velsen",00:03:49.510000,3
2659,Moscow,1980,4x100,Freestyle,1,Women,GBR,"Jacquelene Willmott, Sharron Elizabeth Davies, Kaye Lovatt, June Croft, Susan Cooper",00:03:51.710000,4
2660,Moscow,1980,4x100,Freestyle,1,Women,AUS,"Rosemary Brown, Karen Van De Graaf, Michelle Pearson, Lisa Gaye Curry-Kenny",00:03:54.160000,4
2661,Moscow,1980,4x100,Freestyle,1,Women,MEX,"Teresa Rivera, Dagmar Erdman, Hellen Plaschinski, Isabel Reuss",00:03:55.410000,4
2662,Moscow,1980,4x100,Freestyle,1,Women,BGR,"Ani Kostova, Rumiana Dobreva, Dobrinka Mincheva, Sonia Dangalakova",00:03:56.340000,4
2663,Moscow,1980,4x100,Freestyle,1,Women,ESP,"Margarita Armengol, Laura Flaque, Natalia Mas, Gloria Casado",00:03:58.730000,4
